web-scraper-order,web-scraper-start-url,team,team-href,name,idade,valorMercado,numero,posicao,equipa
"1668168840-641","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","CS Marítimo","https://www.transfermarkt.pt/cs-maritimo/startseite/verein/1301/saison_id/2021","","07/04/1995 (26)","300 mil €","1","Guarda-Redes","CS Marítimo"
"1668168840-642","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","CS Marítimo","https://www.transfermarkt.pt/cs-maritimo/startseite/verein/1301/saison_id/2021","","12/01/1987 (34)","300 mil €","48","Guarda-Redes","CS Marítimo"
"1668168840-643","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","CS Marítimo","https://www.transfermarkt.pt/cs-maritimo/startseite/verein/1301/saison_id/2021","","20/11/2001 (19)","100 mil €","96","Guarda-Redes","CS Marítimo"
"1668168840-644","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","CS Marítimo","https://www.transfermarkt.pt/cs-maritimo/startseite/verein/1301/saison_id/2021","Vitor Eudes","21/10/1998 (22)","50 mil €","-","Guarda-Redes","CS Marítimo"
"1668168840-645","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","CS Marítimo","https://www.transfermarkt.pt/cs-maritimo/startseite/verein/1301/saison_id/2021","","17/11/1996 (24)","700 mil €","-","Defesa Central","CS Marítimo"
"1668168840-646","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","CS Marítimo","https://www.transfermarkt.pt/cs-maritimo/startseite/verein/1301/saison_id/2021","","26/01/1995 (26)","600 mil €","4","Defesa Central","CS Marítimo"
"1668168840-647","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","CS Marítimo","https://www.transfermarkt.pt/cs-maritimo/startseite/verein/1301/saison_id/2021","Léo Andrade","18/04/1998 (23)","600 mil €","66","Defesa Central","CS Marítimo"
"1668168840-648","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","CS Marítimo","https://www.transfermarkt.pt/cs-maritimo/startseite/verein/1301/saison_id/2021","Moisés Mosquera","24/05/2001 (20)","200 mil €","3","Defesa Central","CS Marítimo"
"1668168840-649","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","CS Marítimo","https://www.transfermarkt.pt/cs-maritimo/startseite/verein/1301/saison_id/2021","Zainadine","24/06/1988 (33)","200 mil €","5","Defesa Central","CS Marítimo"
"1668168840-650","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","CS Marítimo","https://www.transfermarkt.pt/cs-maritimo/startseite/verein/1301/saison_id/2021","","01/07/1994 (27)","700 mil €","94","Lateral Esquerdo","CS Marítimo"
"1668168840-651","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","CS Marítimo","https://www.transfermarkt.pt/cs-maritimo/startseite/verein/1301/saison_id/2021","Fábio China","07/07/1992 (28)","300 mil €","45","Lateral Esquerdo","CS Marítimo"
"1668168840-652","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","CS Marítimo","https://www.transfermarkt.pt/cs-maritimo/startseite/verein/1301/saison_id/2021","Cláudio Winck","15/04/1994 (27)","800 mil €","2","Lateral Direito","CS Marítimo"
"1668168840-653","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","CS Marítimo","https://www.transfermarkt.pt/cs-maritimo/startseite/verein/1301/saison_id/2021","Tim Söderström","04/01/1994 (27)","200 mil €","27","Lateral Direito","CS Marítimo"
"1668168840-654","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","CS Marítimo","https://www.transfermarkt.pt/cs-maritimo/startseite/verein/1301/saison_id/2021","","01/11/1993 (27)","500 mil €","15","Médio Defensivo","CS Marítimo"
"1668168840-655","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","CS Marítimo","https://www.transfermarkt.pt/cs-maritimo/startseite/verein/1301/saison_id/2021","","24/01/1998 (23)","500 mil €","16","Médio Defensivo","CS Marítimo"
"1668168840-656","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","CS Marítimo","https://www.transfermarkt.pt/cs-maritimo/startseite/verein/1301/saison_id/2021","Rodrigo Andrade","24/11/2001 (19)","200 mil €","88","Médio Defensivo","CS Marítimo"
"1668168840-657","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","CS Marítimo","https://www.transfermarkt.pt/cs-maritimo/startseite/verein/1301/saison_id/2021","","02/06/1994 (27)","175 mil €","-","Médio Defensivo","CS Marítimo"
"1668168840-658","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","CS Marítimo","https://www.transfermarkt.pt/cs-maritimo/startseite/verein/1301/saison_id/2021","Stefano Beltrame","08/02/1993 (28)","500 mil €","10","Médio Centro","CS Marítimo"
"1668168840-659","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","CS Marítimo","https://www.transfermarkt.pt/cs-maritimo/startseite/verein/1301/saison_id/2021","Pedro Pelágio","21/04/2000 (21)","500 mil €","60","Médio Centro","CS Marítimo"
"1668168840-660","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","CS Marítimo","https://www.transfermarkt.pt/cs-maritimo/startseite/verein/1301/saison_id/2021","André Teles","06/04/1997 (24)","","-","Médio Centro","CS Marítimo"
"1668168840-661","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","CS Marítimo","https://www.transfermarkt.pt/cs-maritimo/startseite/verein/1301/saison_id/2021","","26/05/1999 (22)","2,00 M €","8","Médio Ofensivo","CS Marítimo"
"1668168840-662","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","CS Marítimo","https://www.transfermarkt.pt/cs-maritimo/startseite/verein/1301/saison_id/2021","","02/12/1997 (23)","1,50 M €","17","Médio Ofensivo","CS Marítimo"
"1668168840-663","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","CS Marítimo","https://www.transfermarkt.pt/cs-maritimo/startseite/verein/1301/saison_id/2021","","19/09/1998 (22)","","36","Médio Ofensivo","CS Marítimo"
"1668168840-664","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","CS Marítimo","https://www.transfermarkt.pt/cs-maritimo/startseite/verein/1301/saison_id/2021","","17/08/1998 (22)","600 mil €","7","Extremo Esquerdo","CS Marítimo"
"1668168840-665","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","CS Marítimo","https://www.transfermarkt.pt/cs-maritimo/startseite/verein/1301/saison_id/2021","","23/08/1993 (27)","350 mil €","93","Extremo Esquerdo","CS Marítimo"
"1668168840-666","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","CS Marítimo","https://www.transfermarkt.pt/cs-maritimo/startseite/verein/1301/saison_id/2021","","11/10/1994 (26)","300 mil €","24","Extremo Esquerdo","CS Marítimo"
"1668168840-667","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","CS Marítimo","https://www.transfermarkt.pt/cs-maritimo/startseite/verein/1301/saison_id/2021","Milson","12/10/1999 (21)","250 mil €","-","Extremo Esquerdo","CS Marítimo"
"1668168840-668","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","CS Marítimo","https://www.transfermarkt.pt/cs-maritimo/startseite/verein/1301/saison_id/2021","Rúben Macedo","09/03/1996 (25)","175 mil €","-","Extremo Esquerdo","CS Marítimo"
"1668168840-669","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","CS Marítimo","https://www.transfermarkt.pt/cs-maritimo/startseite/verein/1301/saison_id/2021","Johnson Owusu","05/02/1998 (23)","","-","Extremo Esquerdo","CS Marítimo"
"1668168840-670","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","CS Marítimo","https://www.transfermarkt.pt/cs-maritimo/startseite/verein/1301/saison_id/2021","Edgar Costa","14/04/1987 (34)","100 mil €","12","Extremo Direito","CS Marítimo"
"1668168840-671","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","CS Marítimo","https://www.transfermarkt.pt/cs-maritimo/startseite/verein/1301/saison_id/2021","Ali Alipour","11/11/1995 (25)","1,50 M €","9","Ponta de Lança","CS Marítimo"
"1668168840-672","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","CS Marítimo","https://www.transfermarkt.pt/cs-maritimo/startseite/verein/1301/saison_id/2021","Joel Tagueu","06/12/1993 (27)","1,00 M €","95","Ponta de Lança","CS Marítimo"
"1668168840-673","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","CS Marítimo","https://www.transfermarkt.pt/cs-maritimo/startseite/verein/1301/saison_id/2021","","23/04/2001 (20)","900 mil €","-","Ponta de Lança","CS Marítimo"
"1668168845-674","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","FC Arouca","https://www.transfermarkt.pt/fc-arouca/startseite/verein/8024/saison_id/2021","Victor Braga","17/02/1992 (29)","400 mil €","1","Guarda-Redes","FC Arouca"
"1668168845-675","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","FC Arouca","https://www.transfermarkt.pt/fc-arouca/startseite/verein/8024/saison_id/2021","Fernando Castro","30/03/1997 (24)","300 mil €","97","Guarda-Redes","FC Arouca"
"1668168845-676","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","FC Arouca","https://www.transfermarkt.pt/fc-arouca/startseite/verein/8024/saison_id/2021","","10/07/1990 (30)","250 mil €","12","Guarda-Redes","FC Arouca"
"1668168845-677","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","FC Arouca","https://www.transfermarkt.pt/fc-arouca/startseite/verein/8024/saison_id/2021","Norbert Haymamba","30/03/1999 (22)","200 mil €","30","Guarda-Redes","FC Arouca"
"1668168845-678","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","FC Arouca","https://www.transfermarkt.pt/fc-arouca/startseite/verein/8024/saison_id/2021","","06/07/1992 (28)","850 mil €","44","Defesa Central","FC Arouca"
"1668168845-679","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","FC Arouca","https://www.transfermarkt.pt/fc-arouca/startseite/verein/8024/saison_id/2021","João Basso","13/01/1997 (24)","700 mil €","13","Defesa Central","FC Arouca"
"1668168845-680","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","FC Arouca","https://www.transfermarkt.pt/fc-arouca/startseite/verein/8024/saison_id/2021","","06/04/1991 (30)","500 mil €","-","Defesa Central","FC Arouca"
"1668168845-681","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","FC Arouca","https://www.transfermarkt.pt/fc-arouca/startseite/verein/8024/saison_id/2021","","01/01/1991 (30)","400 mil €","53","Defesa Central","FC Arouca"
"1668168845-682","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","FC Arouca","https://www.transfermarkt.pt/fc-arouca/startseite/verein/8024/saison_id/2021","Baptiste Aloé","29/06/1994 (27)","250 mil €","-","Defesa Central","FC Arouca"
"1668168845-683","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","FC Arouca","https://www.transfermarkt.pt/fc-arouca/startseite/verein/8024/saison_id/2021","Sema Velázquez","08/09/1990 (30)","250 mil €","4","Defesa Central","FC Arouca"
"1668168845-684","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","FC Arouca","https://www.transfermarkt.pt/fc-arouca/startseite/verein/8024/saison_id/2021","Brunão","24/02/1997 (24)","200 mil €","3","Defesa Central","FC Arouca"
"1668168845-685","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","FC Arouca","https://www.transfermarkt.pt/fc-arouca/startseite/verein/8024/saison_id/2021","Quaresma","22/08/1996 (24)","500 mil €","6","Lateral Esquerdo","FC Arouca"
"1668168845-686","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","FC Arouca","https://www.transfermarkt.pt/fc-arouca/startseite/verein/8024/saison_id/2021","Joel Ferreira","10/01/1992 (29)","150 mil €","-","Lateral Esquerdo","FC Arouca"
"1668168845-687","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","FC Arouca","https://www.transfermarkt.pt/fc-arouca/startseite/verein/8024/saison_id/2021","Thales","28/04/1994 (27)","700 mil €","72","Lateral Direito","FC Arouca"
"1668168845-688","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","FC Arouca","https://www.transfermarkt.pt/fc-arouca/startseite/verein/8024/saison_id/2021","","01/08/1995 (25)","500 mil €","31","Lateral Direito","FC Arouca"
"1668168845-689","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","FC Arouca","https://www.transfermarkt.pt/fc-arouca/startseite/verein/8024/saison_id/2021","","02/09/1999 (21)","100 mil €","-","Lateral Direito","FC Arouca"
"1668168845-690","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","FC Arouca","https://www.transfermarkt.pt/fc-arouca/startseite/verein/8024/saison_id/2021","","13/12/1997 (23)","1,50 M €","18","Médio Defensivo","FC Arouca"
"1668168845-691","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","FC Arouca","https://www.transfermarkt.pt/fc-arouca/startseite/verein/8024/saison_id/2021","Marco Soares","16/06/1984 (37)","50 mil €","60","Médio Defensivo","FC Arouca"
"1668168845-692","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","FC Arouca","https://www.transfermarkt.pt/fc-arouca/startseite/verein/8024/saison_id/2021","","04/05/1994 (27)","600 mil €","21","Médio Centro","FC Arouca"
"1668168845-693","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","FC Arouca","https://www.transfermarkt.pt/fc-arouca/startseite/verein/8024/saison_id/2021","","15/05/1990 (31)","250 mil €","5","Médio Centro","FC Arouca"
"1668168845-694","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","FC Arouca","https://www.transfermarkt.pt/fc-arouca/startseite/verein/8024/saison_id/2021","Pedro Moreira","15/03/1989 (32)","200 mil €","20","Médio Centro","FC Arouca"
"1668168845-695","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","FC Arouca","https://www.transfermarkt.pt/fc-arouca/startseite/verein/8024/saison_id/2021","Yaw Moses","07/01/1999 (22)","125 mil €","17","Médio Centro","FC Arouca"
"1668168845-696","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","FC Arouca","https://www.transfermarkt.pt/fc-arouca/startseite/verein/8024/saison_id/2021","","19/07/1994 (26)","800 mil €","-","Médio Ofensivo","FC Arouca"
"1668168845-697","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","FC Arouca","https://www.transfermarkt.pt/fc-arouca/startseite/verein/8024/saison_id/2021","","19/08/1993 (27)","500 mil €","22","Médio Ofensivo","FC Arouca"
"1668168845-698","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","FC Arouca","https://www.transfermarkt.pt/fc-arouca/startseite/verein/8024/saison_id/2021","Pité","22/08/1994 (26)","350 mil €","14","Médio Ofensivo","FC Arouca"
"1668168845-699","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","FC Arouca","https://www.transfermarkt.pt/fc-arouca/startseite/verein/8024/saison_id/2021","","20/09/1998 (22)","300 mil €","19","Médio Ofensivo","FC Arouca"
"1668168845-700","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","FC Arouca","https://www.transfermarkt.pt/fc-arouca/startseite/verein/8024/saison_id/2021","","27/03/2001 (20)","450 mil €","78","Extremo Esquerdo","FC Arouca"
"1668168845-701","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","FC Arouca","https://www.transfermarkt.pt/fc-arouca/startseite/verein/8024/saison_id/2021","Arsénio","30/08/1989 (31)","350 mil €","8","Extremo Esquerdo","FC Arouca"
"1668168845-702","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","FC Arouca","https://www.transfermarkt.pt/fc-arouca/startseite/verein/8024/saison_id/2021","","08/09/2001 (19)","300 mil €","27","Extremo Esquerdo","FC Arouca"
"1668168845-703","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","FC Arouca","https://www.transfermarkt.pt/fc-arouca/startseite/verein/8024/saison_id/2021","","05/07/1993 (27)","200 mil €","-","Extremo Esquerdo","FC Arouca"
"1668168845-704","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","FC Arouca","https://www.transfermarkt.pt/fc-arouca/startseite/verein/8024/saison_id/2021","André Bukia","03/03/1995 (26)","700 mil €","10","Extremo Direito","FC Arouca"
"1668168845-705","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","FC Arouca","https://www.transfermarkt.pt/fc-arouca/startseite/verein/8024/saison_id/2021","","06/02/1992 (29)","650 mil €","23","Extremo Direito","FC Arouca"
"1668168845-706","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","FC Arouca","https://www.transfermarkt.pt/fc-arouca/startseite/verein/8024/saison_id/2021","","23/03/1994 (27)","700 mil €","-","Segundo Avançado","FC Arouca"
"1668168845-707","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","FC Arouca","https://www.transfermarkt.pt/fc-arouca/startseite/verein/8024/saison_id/2021","André Silva","03/06/1997 (24)","1,20 M €","7","Ponta de Lança","FC Arouca"
"1668168845-708","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","FC Arouca","https://www.transfermarkt.pt/fc-arouca/startseite/verein/8024/saison_id/2021","","22/02/1999 (22)","700 mil €","99","Ponta de Lança","FC Arouca"
"1668168845-709","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","FC Arouca","https://www.transfermarkt.pt/fc-arouca/startseite/verein/8024/saison_id/2021","","03/12/1998 (22)","500 mil €","15","Ponta de Lança","FC Arouca"
"1668168845-710","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","FC Arouca","https://www.transfermarkt.pt/fc-arouca/startseite/verein/8024/saison_id/2021","Mauro Caballero","08/10/1994 (26)","125 mil €","-","Ponta de Lança","FC Arouca"
"1668168849-711","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","FC Vizela","https://www.transfermarkt.pt/fc-vizela/startseite/verein/6912/saison_id/2021","Pedro Silva","13/02/1997 (24)","400 mil €","1","Guarda-Redes","FC Vizela"
"1668168849-712","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","FC Vizela","https://www.transfermarkt.pt/fc-vizela/startseite/verein/6912/saison_id/2021","","04/02/1994 (27)","400 mil €","87","Guarda-Redes","FC Vizela"
"1668168849-713","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","FC Vizela","https://www.transfermarkt.pt/fc-vizela/startseite/verein/6912/saison_id/2021","Manuel Baldé","14/11/2002 (18)","100 mil €","-","Guarda-Redes","FC Vizela"
"1668168849-714","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","FC Vizela","https://www.transfermarkt.pt/fc-vizela/startseite/verein/6912/saison_id/2021","Nader","16/06/2003 (18)","25 mil €","-","Guarda-Redes","FC Vizela"
"1668168849-715","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","FC Vizela","https://www.transfermarkt.pt/fc-vizela/startseite/verein/6912/saison_id/2021","Ivo Gonçalves","06/05/1984 (37)","25 mil €","84","Guarda-Redes","FC Vizela"
"1668168849-716","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","FC Vizela","https://www.transfermarkt.pt/fc-vizela/startseite/verein/6912/saison_id/2021","","27/12/1996 (24)","900 mil €","3","Defesa Central","FC Vizela"
"1668168849-717","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","FC Vizela","https://www.transfermarkt.pt/fc-vizela/startseite/verein/6912/saison_id/2021","","26/03/1996 (25)","900 mil €","4","Defesa Central","FC Vizela"
"1668168849-718","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","FC Vizela","https://www.transfermarkt.pt/fc-vizela/startseite/verein/6912/saison_id/2021","","02/03/1995 (26)","800 mil €","5","Defesa Central","FC Vizela"
"1668168849-719","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","FC Vizela","https://www.transfermarkt.pt/fc-vizela/startseite/verein/6912/saison_id/2021","Mohamed Aidara","06/11/1996 (24)","400 mil €","25","Defesa Central","FC Vizela"
"1668168849-720","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","FC Vizela","https://www.transfermarkt.pt/fc-vizela/startseite/verein/6912/saison_id/2021","","29/03/1999 (22)","125 mil €","-","Defesa Central","FC Vizela"
"1668168849-721","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","FC Vizela","https://www.transfermarkt.pt/fc-vizela/startseite/verein/6912/saison_id/2021","","10/06/2000 (21)","100 mil €","-","Defesa Central","FC Vizela"
"1668168849-722","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","FC Vizela","https://www.transfermarkt.pt/fc-vizela/startseite/verein/6912/saison_id/2021","Gonçalo Cunha","24/05/2002 (19)","","-","Defesa Central","FC Vizela"
"1668168849-723","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","FC Vizela","https://www.transfermarkt.pt/fc-vizela/startseite/verein/6912/saison_id/2021","Kiki","10/12/1994 (26)","500 mil €","24","Lateral Esquerdo","FC Vizela"
"1668168849-724","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","FC Vizela","https://www.transfermarkt.pt/fc-vizela/startseite/verein/6912/saison_id/2021","Matheus Pereira","21/12/2000 (20)","400 mil €","-","Lateral Esquerdo","FC Vizela"
"1668168849-725","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","FC Vizela","https://www.transfermarkt.pt/fc-vizela/startseite/verein/6912/saison_id/2021","Richard Ofori","24/04/1993 (28)","400 mil €","37","Lateral Esquerdo","FC Vizela"
"1668168849-726","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","FC Vizela","https://www.transfermarkt.pt/fc-vizela/startseite/verein/6912/saison_id/2021","Emmanuel Maviram","04/04/2001 (20)","50 mil €","-","Lateral Esquerdo","FC Vizela"
"1668168849-727","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","FC Vizela","https://www.transfermarkt.pt/fc-vizela/startseite/verein/6912/saison_id/2021","Koffi Kouao","20/05/1998 (23)","1,50 M €","39","Lateral Direito","FC Vizela"
"1668168849-728","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","FC Vizela","https://www.transfermarkt.pt/fc-vizela/startseite/verein/6912/saison_id/2021","","23/08/1994 (26)","600 mil €","14","Lateral Direito","FC Vizela"
"1668168849-729","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","FC Vizela","https://www.transfermarkt.pt/fc-vizela/startseite/verein/6912/saison_id/2021","Hugo Oliveira","10/02/2002 (19)","125 mil €","-","Lateral Direito","FC Vizela"
"1668168849-730","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","FC Vizela","https://www.transfermarkt.pt/fc-vizela/startseite/verein/6912/saison_id/2021","","27/03/1988 (33)","300 mil €","6","Médio Defensivo","FC Vizela"
"1668168849-731","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","FC Vizela","https://www.transfermarkt.pt/fc-vizela/startseite/verein/6912/saison_id/2021","Adeyemo","21/05/2002 (19)","","-","Médio Defensivo","FC Vizela"
"1668168849-732","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","FC Vizela","https://www.transfermarkt.pt/fc-vizela/startseite/verein/6912/saison_id/2021","Abdul Mohammed","15/03/2002 (19)","","-","Médio Defensivo","FC Vizela"
"1668168849-733","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","FC Vizela","https://www.transfermarkt.pt/fc-vizela/startseite/verein/6912/saison_id/2021","","13/01/1992 (29)","1,50 M €","7","Médio Centro","FC Vizela"
"1668168849-734","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","FC Vizela","https://www.transfermarkt.pt/fc-vizela/startseite/verein/6912/saison_id/2021","Raphael Guzzo","06/01/1995 (26)","300 mil €","8","Médio Centro","FC Vizela"
