web-scraper-order,web-scraper-start-url,team,team-href,name,idade,valorMercado,numero,posicao,equipa
"1668168878-974","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","GD Estoril Praia","https://www.transfermarkt.pt/gd-estoril-praia/startseite/verein/1465/saison_id/2021","Miguel Crespo","11/09/1996 (24)","8,00 M €","-","Médio Centro","GD Estoril Praia"
"1668168878-975","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","GD Estoril Praia","https://www.transfermarkt.pt/gd-estoril-praia/startseite/verein/1465/saison_id/2021","","25/01/2000 (21)","3,00 M €","58","Médio Centro","GD Estoril Praia"
"1668168878-976","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","GD Estoril Praia","https://www.transfermarkt.pt/gd-estoril-praia/startseite/verein/1465/saison_id/2021","Duarte Carvalho","30/05/2002 (19)","300 mil €","-","Médio Centro","GD Estoril Praia"
"1668168878-977","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","GD Estoril Praia","https://www.transfermarkt.pt/gd-estoril-praia/startseite/verein/1465/saison_id/2021","André Franco","12/04/1998 (23)","3,50 M €","10","Médio Ofensivo","GD Estoril Praia"
"1668168878-978","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","GD Estoril Praia","https://www.transfermarkt.pt/gd-estoril-praia/startseite/verein/1465/saison_id/2021","","18/04/1995 (26)","800 mil €","6","Médio Ofensivo","GD Estoril Praia"
"1668168878-979","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","GD Estoril Praia","https://www.transfermarkt.pt/gd-estoril-praia/startseite/verein/1465/saison_id/2021","","15/02/2001 (20)","500 mil €","8","Médio Ofensivo","GD Estoril Praia"
"1668168878-980","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","GD Estoril Praia","https://www.transfermarkt.pt/gd-estoril-praia/startseite/verein/1465/saison_id/2021","","09/04/1999 (22)","200 mil €","34","Médio Ofensivo","GD Estoril Praia"
"1668168878-981","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","GD Estoril Praia","https://www.transfermarkt.pt/gd-estoril-praia/startseite/verein/1465/saison_id/2021","","15/05/2002 (19)","200 mil €","77","Médio Ofensivo","GD Estoril Praia"
"1668168878-982","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","GD Estoril Praia","https://www.transfermarkt.pt/gd-estoril-praia/startseite/verein/1465/saison_id/2021","Afonso Valente","10/03/2001 (20)","","-","Médio Ofensivo","GD Estoril Praia"
"1668168878-983","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","GD Estoril Praia","https://www.transfermarkt.pt/gd-estoril-praia/startseite/verein/1465/saison_id/2021","Chiquinho","05/02/2000 (21)","3,00 M €","-","Extremo Esquerdo","GD Estoril Praia"
"1668168878-984","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","GD Estoril Praia","https://www.transfermarkt.pt/gd-estoril-praia/startseite/verein/1465/saison_id/2021","","03/07/1998 (22)","1,50 M €","11","Extremo Esquerdo","GD Estoril Praia"
"1668168878-985","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","GD Estoril Praia","https://www.transfermarkt.pt/gd-estoril-praia/startseite/verein/1465/saison_id/2021","","06/07/1992 (28)","350 mil €","92","Extremo Esquerdo","GD Estoril Praia"
"1668168878-986","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","GD Estoril Praia","https://www.transfermarkt.pt/gd-estoril-praia/startseite/verein/1465/saison_id/2021","","18/06/1998 (23)","300 mil €","26","Extremo Esquerdo","GD Estoril Praia"
"1668168878-987","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","GD Estoril Praia","https://www.transfermarkt.pt/gd-estoril-praia/startseite/verein/1465/saison_id/2021","","16/03/1999 (22)","1,50 M €","7","Extremo Direito","GD Estoril Praia"
"1668168878-988","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","GD Estoril Praia","https://www.transfermarkt.pt/gd-estoril-praia/startseite/verein/1465/saison_id/2021","Bruno Lourenço","02/02/1998 (23)","400 mil €","20","Extremo Direito","GD Estoril Praia"
"1668168878-989","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","GD Estoril Praia","https://www.transfermarkt.pt/gd-estoril-praia/startseite/verein/1465/saison_id/2021","","10/02/1999 (22)","300 mil €","-","Extremo Direito","GD Estoril Praia"
"1668168878-990","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","GD Estoril Praia","https://www.transfermarkt.pt/gd-estoril-praia/startseite/verein/1465/saison_id/2021","","23/04/1990 (31)","1,00 M €","17","Ponta de Lança","GD Estoril Praia"
"1668168878-991","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","GD Estoril Praia","https://www.transfermarkt.pt/gd-estoril-praia/startseite/verein/1465/saison_id/2021","","01/03/1995 (26)","650 mil €","-","Ponta de Lança","GD Estoril Praia"
"1668168878-992","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","GD Estoril Praia","https://www.transfermarkt.pt/gd-estoril-praia/startseite/verein/1465/saison_id/2021","","18/04/1996 (25)","500 mil €","18","Ponta de Lança","GD Estoril Praia"
"1668168878-993","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","GD Estoril Praia","https://www.transfermarkt.pt/gd-estoril-praia/startseite/verein/1465/saison_id/2021","André Clóvis","21/11/1997 (23)","300 mil €","9","Ponta de Lança","GD Estoril Praia"
"1668168878-994","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","GD Estoril Praia","https://www.transfermarkt.pt/gd-estoril-praia/startseite/verein/1465/saison_id/2021","Benchimol","29/12/2001 (19)","150 mil €","90","Ponta de Lança","GD Estoril Praia"
"1668168883-995","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Portimonense SC","https://www.transfermarkt.pt/portimonense-sc/startseite/verein/7378/saison_id/2021","Samuel","29/03/1994 (27)","1,50 M €","94","Guarda-Redes","Portimonense SC"
"1668168883-996","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Portimonense SC","https://www.transfermarkt.pt/portimonense-sc/startseite/verein/7378/saison_id/2021","","06/04/1995 (26)","500 mil €","12","Guarda-Redes","Portimonense SC"
"1668168883-997","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Portimonense SC","https://www.transfermarkt.pt/portimonense-sc/startseite/verein/7378/saison_id/2021","Kosuke Nakamura","27/02/1995 (26)","350 mil €","32","Guarda-Redes","Portimonense SC"
"1668168883-998","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Portimonense SC","https://www.transfermarkt.pt/portimonense-sc/startseite/verein/7378/saison_id/2021","Ricardo Ferreira","03/12/1989 (31)","175 mil €","-","Guarda-Redes","Portimonense SC"
"1668168883-999","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Portimonense SC","https://www.transfermarkt.pt/portimonense-sc/startseite/verein/7378/saison_id/2021","Tomás Igreja","19/06/2002 (19)","100 mil €","-","Guarda-Redes","Portimonense SC"
"1668168883-1000","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Portimonense SC","https://www.transfermarkt.pt/portimonense-sc/startseite/verein/7378/saison_id/2021","Willyan Rocha","27/01/1995 (26)","1,50 M €","4","Defesa Central","Portimonense SC"
"1668168883-1001","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Portimonense SC","https://www.transfermarkt.pt/portimonense-sc/startseite/verein/7378/saison_id/2021","","03/05/1997 (24)","1,50 M €","44","Defesa Central","Portimonense SC"
"1668168883-1002","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Portimonense SC","https://www.transfermarkt.pt/portimonense-sc/startseite/verein/7378/saison_id/2021","Lucas Possignolo","11/05/1994 (27)","600 mil €","-","Defesa Central","Portimonense SC"
"1668168883-1003","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Portimonense SC","https://www.transfermarkt.pt/portimonense-sc/startseite/verein/7378/saison_id/2021","","20/09/1999 (21)","600 mil €","22","Defesa Central","Portimonense SC"
"1668168883-1004","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Portimonense SC","https://www.transfermarkt.pt/portimonense-sc/startseite/verein/7378/saison_id/2021","Casagrande","12/05/1999 (22)","200 mil €","-","Defesa Central","Portimonense SC"
"1668168883-1005","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Portimonense SC","https://www.transfermarkt.pt/portimonense-sc/startseite/verein/7378/saison_id/2021","Lucas Tagliapietra","05/11/1990 (30)","150 mil €","-","Defesa Central","Portimonense SC"
"1668168883-1006","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Portimonense SC","https://www.transfermarkt.pt/portimonense-sc/startseite/verein/7378/saison_id/2021","","28/05/1992 (29)","","-","Defesa Central","Portimonense SC"
"1668168883-1007","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Portimonense SC","https://www.transfermarkt.pt/portimonense-sc/startseite/verein/7378/saison_id/2021","Fali Candé","24/01/1998 (23)","1,50 M €","-","Lateral Esquerdo","Portimonense SC"
"1668168883-1008","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Portimonense SC","https://www.transfermarkt.pt/portimonense-sc/startseite/verein/7378/saison_id/2021","Jafar Salmani","12/01/1997 (24)","550 mil €","-","Lateral Esquerdo","Portimonense SC"
"1668168883-1009","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Portimonense SC","https://www.transfermarkt.pt/portimonense-sc/startseite/verein/7378/saison_id/2021","","22/01/1992 (29)","300 mil €","23","Lateral Esquerdo","Portimonense SC"
"1668168883-1010","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Portimonense SC","https://www.transfermarkt.pt/portimonense-sc/startseite/verein/7378/saison_id/2021","","09/07/2002 (18)","300 mil €","26","Lateral Esquerdo","Portimonense SC"
"1668168883-1011","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Portimonense SC","https://www.transfermarkt.pt/portimonense-sc/startseite/verein/7378/saison_id/2021","Fahd Moufi","05/05/1996 (25)","1,50 M €","18","Lateral Direito","Portimonense SC"
"1668168883-1012","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Portimonense SC","https://www.transfermarkt.pt/portimonense-sc/startseite/verein/7378/saison_id/2021","","29/05/1996 (25)","300 mil €","29","Lateral Direito","Portimonense SC"
"1668168883-1013","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Portimonense SC","https://www.transfermarkt.pt/portimonense-sc/startseite/verein/7378/saison_id/2021","Diogo Rodrigues","23/08/1999 (21)","","-","Lateral Direito","Portimonense SC"
"1668168883-1014","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Portimonense SC","https://www.transfermarkt.pt/portimonense-sc/startseite/verein/7378/saison_id/2021","Pedro Sá","01/12/1993 (27)","700 mil €","21","Médio Defensivo","Portimonense SC"
"1668168883-1015","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Portimonense SC","https://www.transfermarkt.pt/portimonense-sc/startseite/verein/7378/saison_id/2021","Giannelli Imbula","12/09/1992 (28)","600 mil €","25","Médio Defensivo","Portimonense SC"
"1668168883-1016","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Portimonense SC","https://www.transfermarkt.pt/portimonense-sc/startseite/verein/7378/saison_id/2021","","09/09/2001 (19)","350 mil €","6","Médio Defensivo","Portimonense SC"
"1668168883-1017","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Portimonense SC","https://www.transfermarkt.pt/portimonense-sc/startseite/verein/7378/saison_id/2021","","01/12/1992 (28)","800 mil €","7","Médio Centro","Portimonense SC"
"1668168883-1018","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Portimonense SC","https://www.transfermarkt.pt/portimonense-sc/startseite/verein/7378/saison_id/2021","Paulo Estrela","20/02/1999 (22)","300 mil €","-","Médio Centro","Portimonense SC"
"1668168883-1019","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Portimonense SC","https://www.transfermarkt.pt/portimonense-sc/startseite/verein/7378/saison_id/2021","Bruno Reis","20/07/1999 (21)","","-","Médio Centro","Portimonense SC"
"1668168883-1020","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Portimonense SC","https://www.transfermarkt.pt/portimonense-sc/startseite/verein/7378/saison_id/2021","","23/08/1994 (26)","3,50 M €","10","Médio Ofensivo","Portimonense SC"
"1668168883-1021","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Portimonense SC","https://www.transfermarkt.pt/portimonense-sc/startseite/verein/7378/saison_id/2021","Lucas Fernandes","20/09/1997 (23)","2,00 M €","-","Médio Ofensivo","Portimonense SC"
"1668168883-1022","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Portimonense SC","https://www.transfermarkt.pt/portimonense-sc/startseite/verein/7378/saison_id/2021","","22/06/1994 (27)","1,20 M €","76","Médio Ofensivo","Portimonense SC"
"1668168883-1023","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Portimonense SC","https://www.transfermarkt.pt/portimonense-sc/startseite/verein/7378/saison_id/2021","Luquinha","03/10/2000 (20)","700 mil €","20","Médio Ofensivo","Portimonense SC"
"1668168883-1024","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Portimonense SC","https://www.transfermarkt.pt/portimonense-sc/startseite/verein/7378/saison_id/2021","","02/01/2000 (21)","1,20 M €","-","Extremo Esquerdo","Portimonense SC"
"1668168883-1025","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Portimonense SC","https://www.transfermarkt.pt/portimonense-sc/startseite/verein/7378/saison_id/2021","","22/03/1999 (22)","800 mil €","70","Extremo Esquerdo","Portimonense SC"
"1668168883-1026","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Portimonense SC","https://www.transfermarkt.pt/portimonense-sc/startseite/verein/7378/saison_id/2021","Anderson Oliveira","16/07/1998 (22)","500 mil €","11","Extremo Esquerdo","Portimonense SC"
"1668168883-1027","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Portimonense SC","https://www.transfermarkt.pt/portimonense-sc/startseite/verein/7378/saison_id/2021","","28/04/2001 (20)","300 mil €","13","Extremo Esquerdo","Portimonense SC"
"1668168883-1028","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Portimonense SC","https://www.transfermarkt.pt/portimonense-sc/startseite/verein/7378/saison_id/2021","","27/01/1995 (26)","300 mil €","77","Extremo Esquerdo","Portimonense SC"
"1668168883-1029","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Portimonense SC","https://www.transfermarkt.pt/portimonense-sc/startseite/verein/7378/saison_id/2021","Aylton Boa Morte","23/09/1993 (27)","800 mil €","-","Extremo Direito","Portimonense SC"
"1668168883-1030","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Portimonense SC","https://www.transfermarkt.pt/portimonense-sc/startseite/verein/7378/saison_id/2021","","08/06/1993 (28)","800 mil €","93","Extremo Direito","Portimonense SC"
"1668168883-1031","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Portimonense SC","https://www.transfermarkt.pt/portimonense-sc/startseite/verein/7378/saison_id/2021","","31/01/1998 (23)","10,00 M €","-","Ponta de Lança","Portimonense SC"
"1668168883-1032","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Portimonense SC","https://www.transfermarkt.pt/portimonense-sc/startseite/verein/7378/saison_id/2021","","05/06/2002 (19)","500 mil €","-","Ponta de Lança","Portimonense SC"
"1668168883-1033","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Portimonense SC","https://www.transfermarkt.pt/portimonense-sc/startseite/verein/7378/saison_id/2021","","29/03/2000 (21)","500 mil €","39","Ponta de Lança","Portimonense SC"
"1668168883-1034","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Portimonense SC","https://www.transfermarkt.pt/portimonense-sc/startseite/verein/7378/saison_id/2021","","28/03/1990 (31)","400 mil €","9","Ponta de Lança","Portimonense SC"
"1668168883-1035","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Portimonense SC","https://www.transfermarkt.pt/portimonense-sc/startseite/verein/7378/saison_id/2021","","25/03/2000 (21)","300 mil €","17","Ponta de Lança","Portimonense SC"
"1668168883-1036","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Portimonense SC","https://www.transfermarkt.pt/portimonense-sc/startseite/verein/7378/saison_id/2021","","26/10/2000 (20)","300 mil €","45","Ponta de Lança","Portimonense SC"
"1668168887-1037","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Boavista FC","https://www.transfermarkt.pt/boavista-porto-fc/startseite/verein/2503/saison_id/2021","","21/09/1992 (28)","1,00 M €","90","Guarda-Redes","Boavista FC"
"1668168887-1038","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Boavista FC","https://www.transfermarkt.pt/boavista-porto-fc/startseite/verein/2503/saison_id/2021","Rafael Bracali","05/05/1981 (40)","100 mil €","1","Guarda-Redes","Boavista FC"
"1668168887-1039","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Boavista FC","https://www.transfermarkt.pt/boavista-porto-fc/startseite/verein/2503/saison_id/2021","","05/11/2000 (20)","100 mil €","99","Guarda-Redes","Boavista FC"
"1668168887-1040","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Boavista FC","https://www.transfermarkt.pt/boavista-porto-fc/startseite/verein/2503/saison_id/2021","","01/01/1997 (24)","4,00 M €","-","Defesa Central","Boavista FC"
"1668168887-1041","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Boavista FC","https://www.transfermarkt.pt/boavista-porto-fc/startseite/verein/2503/saison_id/2021","Jackson Porozo","04/08/2000 (20)","3,00 M €","21","Defesa Central","Boavista FC"
"1668168887-1042","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Boavista FC","https://www.transfermarkt.pt/boavista-porto-fc/startseite/verein/2503/saison_id/2021","","14/01/1994 (27)","800 mil €","26","Defesa Central","Boavista FC"
"1668168887-1043","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Boavista FC","https://www.transfermarkt.pt/boavista-porto-fc/startseite/verein/2503/saison_id/2021","","26/02/1993 (28)","700 mil €","4","Defesa Central","Boavista FC"
"1668168887-1044","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Boavista FC","https://www.transfermarkt.pt/boavista-porto-fc/startseite/verein/2503/saison_id/2021","","08/10/1993 (27)","400 mil €","-","Defesa Central","Boavista FC"
"1668168887-1045","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Boavista FC","https://www.transfermarkt.pt/boavista-porto-fc/startseite/verein/2503/saison_id/2021","","14/01/2003 (18)","100 mil €","13","Defesa Central","Boavista FC"
"1668168887-1046","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Boavista FC","https://www.transfermarkt.pt/boavista-porto-fc/startseite/verein/2503/saison_id/2021","Yanis Hamache","13/07/1999 (21)","2,00 M €","25","Lateral Esquerdo","Boavista FC"
"1668168887-1047","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Boavista FC","https://www.transfermarkt.pt/boavista-porto-fc/startseite/verein/2503/saison_id/2021","","19/03/1998 (23)","1,50 M €","-","Lateral Esquerdo","Boavista FC"
"1668168887-1048","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Boavista FC","https://www.transfermarkt.pt/boavista-porto-fc/startseite/verein/2503/saison_id/2021","","27/09/1990 (30)","400 mil €","20","Lateral Esquerdo","Boavista FC"
"1668168887-1049","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Boavista FC","https://www.transfermarkt.pt/boavista-porto-fc/startseite/verein/2503/saison_id/2021","Breno","01/01/2000 (21)","","-","Lateral Esquerdo","Boavista FC"
"1668168887-1050","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Boavista FC","https://www.transfermarkt.pt/boavista-porto-fc/startseite/verein/2503/saison_id/2021","Reggie Cannon","11/06/1998 (23)","4,00 M €","2","Lateral Direito","Boavista FC"
"1668168887-1051","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Boavista FC","https://www.transfermarkt.pt/boavista-porto-fc/startseite/verein/2503/saison_id/2021","","05/09/2001 (19)","3,00 M €","22","Lateral Direito","Boavista FC"
"1668168887-1052","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Boavista FC","https://www.transfermarkt.pt/boavista-porto-fc/startseite/verein/2503/saison_id/2021","","21/01/2001 (20)","500 mil €","79","Lateral Direito","Boavista FC"
"1668168887-1053","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Boavista FC","https://www.transfermarkt.pt/boavista-porto-fc/startseite/verein/2503/saison_id/2021","","07/01/1999 (22)","500 mil €","18","Médio Defensivo","Boavista FC"
"1668168887-1054","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Boavista FC","https://www.transfermarkt.pt/boavista-porto-fc/startseite/verein/2503/saison_id/2021","Javi García","08/02/1987 (34)","300 mil €","6","Médio Defensivo","Boavista FC"
"1668168887-1055","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Boavista FC","https://www.transfermarkt.pt/boavista-porto-fc/startseite/verein/2503/saison_id/2021","","14/07/1998 (22)","300 mil €","14","Médio Defensivo","Boavista FC"
"1668168887-1056","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Boavista FC","https://www.transfermarkt.pt/boavista-porto-fc/startseite/verein/2503/saison_id/2021","","06/02/2002 (19)","200 mil €","87","Médio Defensivo","Boavista FC"
"1668168887-1057","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Boavista FC","https://www.transfermarkt.pt/boavista-porto-fc/startseite/verein/2503/saison_id/2021","Paulinho","08/01/1997 (24)","1,60 M €","-","Médio Centro","Boavista FC"
"1668168887-1058","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Boavista FC","https://www.transfermarkt.pt/boavista-porto-fc/startseite/verein/2503/saison_id/2021","","29/03/1993 (28)","1,50 M €","24","Médio Centro","Boavista FC"
"1668168887-1059","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Boavista FC","https://www.transfermarkt.pt/boavista-porto-fc/startseite/verein/2503/saison_id/2021","","25/07/1997 (23)","1,50 M €","42","Médio Centro","Boavista FC"
"1668168887-1060","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Boavista FC","https://www.transfermarkt.pt/boavista-porto-fc/startseite/verein/2503/saison_id/2021","Miguel Reisinho","09/04/1999 (22)","300 mil €","10","Médio Centro","Boavista FC"
"1668168887-1061","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Boavista FC","https://www.transfermarkt.pt/boavista-porto-fc/startseite/verein/2503/saison_id/2021","","15/09/2003 (17)","","-","Médio Centro","Boavista FC"
"1668168887-1062","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Boavista FC","https://www.transfermarkt.pt/boavista-porto-fc/startseite/verein/2503/saison_id/2021","Alexandre Moutinho","07/08/2001 (19)","","-","Médio Centro","Boavista FC"
"1668168887-1063","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Boavista FC","https://www.transfermarkt.pt/boavista-porto-fc/startseite/verein/2503/saison_id/2021","Rui Santos","22/10/2003 (17)","","-","Médio Esquerdo","Boavista FC"
"1668168887-1064","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Boavista FC","https://www.transfermarkt.pt/boavista-porto-fc/startseite/verein/2503/saison_id/2021","","29/09/1994 (26)","700 mil €","7","Extremo Esquerdo","Boavista FC"
"1668168887-1065","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Boavista FC","https://www.transfermarkt.pt/boavista-porto-fc/startseite/verein/2503/saison_id/2021","","29/07/1992 (28)","400 mil €","36","Extremo Esquerdo","Boavista FC"
