web-scraper-order,web-scraper-start-url,pag,Data,Hora,Casa,Fora,Golos(Casa-Fora),Jornada
1668124856-247,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3,1/8/2022,20:30,Boavista,CD Tondela,1-Jan,J17
1668124856-248,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3,1/9/2022,15:30,Portimonense,Marítimo,2-Jan,J17
1668124856-249,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3,1/9/2022,18:00,Benfica,Paços de Ferreira,Feb-00,J17
1668124856-250,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3,1/9/2022,18:00,SC Braga,FC Famalicão,2-Feb,J17
1668124859-251,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2,9/19/2021,18:00,FC Porto,Moreirense,May-00,J6
1668124859-252,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2,9/19/2021,20:30,Estoril Praia,Sporting,0-1,J6
1668124859-253,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2,9/20/2021,19:00,Benfica,Boavista,1-Mar,J6
1668124859-254,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2,9/20/2021,21:15,SC Braga,CD Tondela,1-Mar,J6
1668124859-255,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2,9/24/2021,19:00,Sporting,Marítimo,Jan-00,J7
1668124859-256,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2,9/24/2021,21:15,Gil Vicente,FC Porto,2-Jan,J7
1668124859-257,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2,9/25/2021,15:30,Moreirense,FC Arouca,1-Feb,J7
1668124859-258,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2,9/25/2021,18:00,Vitória SC,Benfica,3-Jan,J7
1668124859-259,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2,9/25/2021,20:30,CD Tondela,FC Famalicão,2-Mar,J7
1668124859-260,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2,9/26/2021,18:00,Santa Clara,SC Braga,1-Jan,J7
1668124859-261,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2,9/26/2021,20:30,Portimonense,FC Vizela,0-0,J7
1668124859-262,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2,9/27/2021,19:00,Paços de Ferreira,B SAD,2-Feb,J7
1668124859-263,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2,9/27/2021,21:15,Boavista,Estoril Praia,1-Jan,J7
1668124859-264,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2,10/1/2021,19:00,Marítimo,Moreirense,0-0,J8
1668124859-265,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2,10/1/2021,21:15,FC Famalicão,Vitória SC,2-Jan,J8
1668124859-266,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2,10/2/2021,15:30,FC Vizela,Santa Clara,1-Jan,J8
1668124859-267,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2,10/2/2021,18:00,FC Porto,Paços de Ferreira,1-Feb,J8
1668124859-268,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2,10/2/2021,20:30,FC Arouca,Sporting,2-Jan,J8
1668124859-269,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2,10/3/2021,15:30,B SAD,CD Tondela,0-2,J8
1668124859-270,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2,10/3/2021,18:00,Estoril Praia,Gil Vicente,2-Feb,J8
1668124859-271,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2,10/3/2021,18:00,Benfica,Portimonense,0-1,J8
1668124859-272,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2,10/3/2021,20:30,SC Braga,Boavista,2-Feb,J8
1668124859-273,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2,10/22/2021,20:15,Vitória SC,Marítimo,1-Feb,J9
1668124859-274,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2,10/23/2021,15:30,Santa Clara,FC Famalicão,0-2,J9
1668124859-275,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2,10/23/2021,18:00,CD Tondela,FC Porto,3-Jan,J9
1668124859-276,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2,10/23/2021,20:30,Sporting,Moreirense,Jan-00,J9
1668124859-277,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2,10/24/2021,15:30,Paços de Ferreira,FC Arouca,0-0,J9
1668124859-278,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2,10/24/2021,18:00,FC Vizela,Benfica,0-1,J9
1668124859-279,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2,10/24/2021,20:30,Portimonense,Estoril Praia,0-2,J9
1668124859-280,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2,10/25/2021,19:00,Gil Vicente,SC Braga,0-1,J9
1668124859-281,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2,10/25/2021,21:15,Boavista,B SAD,0-0,J9
1668124859-282,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2,10/29/2021,20:15,FC Arouca,CD Tondela,Feb-00,J10
1668124859-283,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2,10/30/2021,17:00,FC Porto,Boavista,1-Apr,J10
1668124859-284,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2,10/30/2021,19:00,Estoril Praia,Benfica,1-Jan,J10
1668124859-285,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2,10/30/2021,21:15,Sporting,Vitória SC,Jan-00,J10
1668124859-286,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2,10/31/2021,15:30,Marítimo,Gil Vicente,2-Jan,J10
1668124859-287,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2,10/31/2021,18:00,B SAD,Santa Clara,1-Feb,J10
1668124859-288,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2,10/31/2021,20:30,FC Famalicão,FC Vizela,1-Jan,J10
1668124859-289,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2,11/1/2021,19:00,SC Braga,Portimonense,Mar-00,J10
1668124859-290,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2,11/1/2021,21:15,Moreirense,Paços de Ferreira,1-Jan,J10
1668124859-291,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2,11/5/2021,19:00,Gil Vicente,FC Arouca,1-Jan,J11
1668124859-292,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2,11/5/2021,21:15,Boavista,FC Famalicão,5-Feb,J11
1668124859-293,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2,11/6/2021,15:30,FC Vizela,Estoril Praia,1-Jan,J11
1668124859-294,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2,11/6/2021,18:00,Portimonense,B SAD,Feb-00,J11
1668124859-295,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2,11/6/2021,20:30,Vitória SC,Moreirense,1-Feb,J11
1668124859-296,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2,11/7/2021,14:00,CD Tondela,Marítimo,2-Apr,J11
1668124859-297,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2,11/7/2021,17:00,Santa Clara,FC Porto,0-3,J11
1668124859-298,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2,11/7/2021,19:00,Paços de Ferreira,Sporting,0-2,J11
1668124859-299,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2,11/7/2021,21:15,Benfica,SC Braga,1-Jun,J11
1668124859-300,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2,11/26/2021,20:15,Moreirense,Gil Vicente,2-Feb,J12

