web-scraper-order,web-scraper-start-url,pag,Data,Hora,Casa,Fora,Golos(Casa-Fora),Jornada
1668124850-135,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=5,3/18/2022,20:15,FC Vizela,FC Famalicão,1-Jan,J27
1668124850-136,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=5,3/19/2022,15:30,CD Tondela,FC Arouca,2-Feb,J27
1668124850-137,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=5,3/19/2022,18:00,Santa Clara,B SAD,0-0,J27
1668124850-138,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=5,3/19/2022,20:30,Vitória SC,Sporting,3-Jan,J27
1668124850-139,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=5,3/20/2022,15:30,Gil Vicente,Marítimo,1-Jan,J27
1668124850-140,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=5,3/20/2022,15:30,Paços de Ferreira,Moreirense,1-Feb,J27
1668124850-141,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=5,3/20/2022,18:00,Benfica,Estoril Praia,1-Feb,J27
1668124850-142,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=5,3/20/2022,20:00,Portimonense,SC Braga,2-Jan,J27
1668124850-143,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=5,3/20/2022,20:45,Boavista,FC Porto,0-1,J27
1668124850-144,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=5,4/1/2022,20:15,SC Braga,Benfica,2-Mar,J28
1668124850-145,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=5,4/2/2022,15:30,B SAD,Portimonense,Feb-00,J28
1668124850-146,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=5,4/2/2022,18:00,FC Arouca,Gil Vicente,1-Feb,J28
1668124850-147,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=5,4/2/2022,18:00,Estoril Praia,FC Vizela,2-Jan,J28
1668124850-148,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=5,4/2/2022,20:30,FC Famalicão,Boavista,2-Jan,J28
1668124850-149,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=5,4/3/2022,15:30,Marítimo,CD Tondela,3-Jan,J28
1668124850-150,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=5,4/3/2022,18:00,Moreirense,Vitória SC,0-1,J28
1668124853-151,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=4,1/9/2022,20:30,B SAD,FC Arouca,1-Feb,J17
1668124853-152,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=4,1/10/2022,20:15,Gil Vicente,Vitória SC,2-Mar,J17
1668124853-153,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=4,1/13/2022,18:00,FC Famalicão,B SAD,Jan-00,J16
1668124853-154,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=4,1/15/2022,15:30,Boavista,Gil Vicente,1-Jan,J18
1668124853-155,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=4,1/15/2022,18:00,Benfica,Moreirense,1-Jan,J18
1668124853-156,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=4,1/15/2022,18:00,SC Braga,Marítimo,0-1,J18
1668124853-157,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=4,1/16/2022,15:30,Santa Clara,CD Tondela,2-Feb,J18
1668124853-158,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=4,1/16/2022,18:00,FC Vizela,Sporting,0-2,J18
1668124853-159,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=4,1/16/2022,18:30,FC Famalicão,Paços de Ferreira,0-0,J18
1668124853-160,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=4,1/16/2022,20:30,B SAD,FC Porto,4-Jan,J18
1668124853-161,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=4,1/17/2022,20:15,Portimonense,Vitória SC,1-Jan,J18
1668124853-162,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=4,1/21/2022,19:00,FC Arouca,Benfica,0-2,J19
1668124853-163,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=4,1/21/2022,21:15,Paços de Ferreira,Boavista,1-Jan,J19
1668124853-164,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=4,1/22/2022,15:30,Moreirense,Santa Clara,0-2,J19
1668124853-165,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=4,1/22/2022,18:00,CD Tondela,FC Vizela,3-Feb,J19
1668124853-166,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=4,1/22/2022,20:30,Sporting,SC Braga,2-Jan,J19
1668124853-167,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=4,1/23/2022,15:30,Marítimo,B SAD,1-Jan,J19
1668124853-168,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=4,1/23/2022,15:30,Vitória SC,Estoril Praia,1-Mar,J19
1668124853-169,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=4,1/23/2022,18:00,Gil Vicente,Portimonense,Jan-00,J19
1668124853-170,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=4,1/23/2022,20:30,FC Porto,FC Famalicão,1-Mar,J19
1668124853-171,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=4,1/27/2022,20:15,Estoril Praia,FC Arouca,2-Jan,J18
1668124853-172,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=4,1/30/2022,15:30,FC Vizela,Vitória SC,2-Mar,J20
1668124853-173,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=4,1/30/2022,15:30,Portimonense,CD Tondela,2-Jan,J20
1668124853-174,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=4,1/30/2022,18:00,SC Braga,Moreirense,Feb-00,J20
1668124853-175,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=4,1/30/2022,20:30,FC Porto,Marítimo,1-Feb,J20
1668124853-176,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=4,1/31/2022,19:00,Estoril Praia,Paços de Ferreira,0-0,J20
1668124853-177,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=4,1/31/2022,21:15,FC Famalicão,FC Arouca,0-0,J20
1668124853-178,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=4,2/1/2022,20:15,Santa Clara,Boavista,1-Feb,J20
1668124853-179,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=4,2/2/2022,19:00,Benfica,Gil Vicente,2-Jan,J20
1668124853-180,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=4,2/2/2022,20:45,B SAD,Sporting,4-Jan,J20
1668124853-181,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=4,2/5/2022,15:30,Marítimo,Estoril Praia,0-0,J21
1668124853-182,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=4,2/5/2022,18:00,Paços de Ferreira,Portimonense,1-Jan,J21
1668124853-183,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=4,2/5/2022,20:30,Vitória SC,SC Braga,1-Feb,J21
1668124853-184,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=4,2/6/2022,15:30,Boavista,FC Vizela,2-Feb,J21
1668124853-185,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=4,2/6/2022,15:30,Gil Vicente,Santa Clara,2-Feb,J21
1668124853-186,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=4,2/6/2022,18:00,FC Arouca,FC Porto,0-2,J21
1668124853-187,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=4,2/6/2022,20:30,Sporting,FC Famalicão,Feb-00,J21
1668124853-188,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=4,2/7/2022,19:00,CD Tondela,Benfica,3-Jan,J21
1668124853-189,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=4,2/7/2022,21:15,Moreirense,B SAD,1-Apr,J21
1668124853-190,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=4,2/11/2022,20:15,FC Porto,Sporting,2-Feb,J22
1668124853-191,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=4,2/12/2022,15:30,SC Braga,Paços de Ferreira,1-Feb,J22
1668124853-192,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=4,2/12/2022,18:00,Portimonense,Boavista,1-Jan,J22
1668124853-193,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=4,2/12/2022,18:00,Benfica,Santa Clara,1-Feb,J22
1668124853-194,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=4,2/12/2022,20:30,Estoril Praia,CD Tondela,Jan-00,J22
1668124853-195,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=4,2/13/2022,15:30,FC Famalicão,Moreirense,May-00,J22
1668124853-196,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=4,2/13/2022,18:00,B SAD,Vitória SC,Jan-00,J22
1668124853-197,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=4,2/13/2022,20:30,FC Vizela,Gil Vicente,0-1,J22
1668124853-198,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=4,2/14/2022,20:15,FC Arouca,Marítimo,0-3,J22
1668124853-199,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=4,2/18/2022,20:15,Boavista,Benfica,2-Feb,J23
1668124853-200,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=4,2/19/2022,15:30,Gil Vicente,B SAD,Feb-00,J23
1668124856-201,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3,11/27/2021,15:30,FC Famalicão,Portimonense,0-3,J12
1668124856-202,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3,11/27/2021,18:00,FC Arouca,Boavista,1-Feb,J12
1668124856-203,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3,11/27/2021,20:30,B SAD,Benfica,0-7,J12
1668124856-204,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3,11/28/2021,15:30,Marítimo,Paços de Ferreira,Feb-00,J12
1668124856-205,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3,11/28/2021,18:00,Sporting,CD Tondela,Feb-00,J12
1668124856-206,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3,11/28/2021,20:30,FC Porto,Vitória SC,1-Feb,J12
1668124856-207,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3,11/29/2021,20:15,Estoril Praia,Santa Clara,2-Feb,J12
1668124856-208,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3,11/30/2021,20:15,SC Braga,FC Vizela,1-Apr,J12
1668124856-209,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3,12/3/2021,19:00,Portimonense,FC Porto,0-3,J13
1668124856-210,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3,12/3/2021,21:15,Benfica,Sporting,3-Jan,J13
1668124856-211,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3,12/4/2021,18:00,Boavista,Marítimo,1-Jan,J13
1668124856-212,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3,12/4/2021,20:30,Paços de Ferreira,Vitória SC,2-Jan,J13
1668124856-213,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3,12/5/2021,15:30,Santa Clara,FC Arouca,1-Feb,J13
1668124856-214,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3,12/5/2021,18:00,Gil Vicente,FC Famalicão,Apr-00,J13
1668124856-215,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3,12/5/2021,20:30,SC Braga,Estoril Praia,Feb-00,J13
1668124856-216,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3,12/10/2021,20:15,Paços de Ferreira,Gil Vicente,0-1,J14
1668124856-217,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3,12/11/2021,15:30,Marítimo,Santa Clara,1-Apr,J14
1668124856-218,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3,12/11/2021,18:00,Vitória SC,CD Tondela,2-May,J14
1668124856-219,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3,12/11/2021,20:30,Sporting,Boavista,Feb-00,J14
1668124856-220,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3,12/12/2021,15:30,Moreirense,Portimonense,0-1,J14
1668124856-221,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3,12/12/2021,15:30,B SAD,Estoril Praia,0-1,J14
1668124856-222,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3,12/12/2021,18:00,FC Famalicão,Benfica,4-Jan,J14
1668124856-223,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3,12/12/2021,20:30,FC Porto,SC Braga,Jan-00,J14
1668124856-224,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3,12/13/2021,20:15,FC Arouca,FC Vizela,4-Jan,J14
1668124856-225,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3,12/17/2021,19:00,Santa Clara,Vitória SC,Jan-00,J15
1668124856-226,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3,12/17/2021,21:15,Estoril Praia,FC Famalicão,2-Feb,J15
1668124856-227,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3,12/18/2021,15:30,CD Tondela,Paços de Ferreira,0-1,J15
1668124856-228,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3,12/18/2021,15:30,Portimonense,FC Arouca,1-Jan,J15
1668124856-229,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3,12/18/2021,20:30,Gil Vicente,Sporting,0-3,J15
1668124856-230,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3,12/19/2021,17:00,Boavista,Moreirense,Jan-00,J15
1668124856-231,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3,12/19/2021,17:00,Benfica,Marítimo,1-Jul,J15
1668124856-232,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3,12/19/2021,19:00,FC Vizela,FC Porto,0-4,J15
1668124856-233,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3,12/19/2021,21:00,SC Braga,B SAD,Jan-00,J15
1668124856-234,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3,12/28/2021,17:00,CD Tondela,Gil Vicente,0-3,J16
1668124856-235,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3,12/28/2021,19:00,Marítimo,FC Vizela,Feb-00,J16
1668124856-236,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3,12/28/2021,21:00,Moreirense,Estoril Praia,Jan-00,J16
1668124856-237,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3,12/29/2021,19:00,Vitória SC,Boavista,1-Jan,J16
1668124856-238,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3,12/29/2021,21:00,Sporting,Portimonense,2-Mar,J16
1668124856-239,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3,12/30/2021,17:00,Paços de Ferreira,Santa Clara,1-Feb,J16
1668124856-240,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3,12/30/2021,19:00,FC Arouca,SC Braga,0-6,J16
1668124856-241,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3,12/30/2021,21:00,FC Porto,Benfica,1-Mar,J16
1668124856-242,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3,1/2/2022,18:30,FC Vizela,B SAD,Feb-00,J13
1668124856-243,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3,1/3/2022,20:15,CD Tondela,Moreirense,1-Feb,J13
1668124856-244,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3,1/7/2022,18:30,Santa Clara,Sporting,2-Mar,J17
1668124856-245,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3,1/8/2022,15:30,FC Vizela,Moreirense,0-1,J17
1668124856-246,https://www.zerozero.pt/edition_matches.php?id=156405,https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3,1/8/2022,18:00,Estoril Praia,FC Porto,3-Feb,J17
